id,nct_id,phase
3649,NCT00762099,PHASE4
3650,NCT06103799,NA
3651,NCT04651699,NA
3652,NCT03107299,NA
3653,NCT04171999,NA
3654,NCT01124799,PHASE1
3655,NCT05137899,PHASE2
3656,NCT06280599,NA
3657,NCT07187232,NA
3658,NCT05265832,NA
3659,NCT05988632,PHASE1
3660,NCT05988632,PHASE2
3661,NCT00123032,NA
3662,NCT06001632,NA
3663,NCT00960232,PHASE3
3664,NCT01634932,NA
3665,NCT05928832,NA
3666,NCT01807832,NA
3667,NCT02430532,PHASE3
3668,NCT01029132,NA
3669,NCT04875832,NA
3670,NCT04082832,PHASE2
3671,NCT04082832,PHASE3
3672,NCT02193932,NA
3673,NCT05996432,EARLY_PHASE1
3674,NCT03718832,NA
3675,NCT06990932,NA
3676,NCT05632432,NA
3677,NCT05221632,NA
3678,NCT02893332,PHASE3
3679,NCT00001332,PHASE1
3680,NCT00748332,PHASE3
3681,NCT00358332,PHASE1
3682,NCT06074198,NA
3683,NCT03058198,NA
3684,NCT03107598,NA
3685,NCT07198698,NA
3686,NCT02919098,NA
3687,NCT04610398,PHASE3
3688,NCT06334198,PHASE2
3689,NCT05551598,PHASE2
3690,NCT06261398,NA
3691,NCT06796998,PHASE2
3692,NCT03826498,PHASE2
3693,NCT00540098,PHASE4
3694,NCT06123598,NA
3695,NCT00841698,PHASE1
3696,NCT05239598,PHASE2
3697,NCT01147198,NA
3698,NCT00365898,PHASE3
3699,NCT04003298,NA
3700,NCT05025098,PHASE2
3701,NCT03748498,NA
3702,NCT06286098,PHASE3
3703,NCT04882098,PHASE3
3704,NCT00425763,PHASE4
3705,NCT03222063,NA
3706,NCT01183663,PHASE1
3707,NCT03055663,NA
3708,NCT06329063,NA
3709,NCT00602563,NA
3710,NCT05764863,NA
3711,NCT00006363,PHASE3
3712,NCT04541563,NA
3713,NCT02739763,PHASE1
3714,NCT05120063,NA
3715,NCT02954263,PHASE1
3716,NCT06508463,PHASE1
3717,NCT02759263,NA
3718,NCT02015663,PHASE4
3719,NCT05186363,PHASE4
3720,NCT06591663,NA
3721,NCT06253663,PHASE2
3722,NCT06821763,PHASE2
3723,NCT06821763,PHASE3
3724,NCT04282863,NA
3725,NCT00748163,PHASE2
3726,NCT02419963,NA
3727,NCT00464763,PHASE3
3728,NCT00449787,PHASE4
3729,NCT04491487,NA
3730,NCT03071887,NA
3731,NCT02856087,NA
3732,NCT07573787,NA
3733,NCT04486287,PHASE2
3734,NCT06106087,NA
3735,NCT02066987,PHASE2
3736,NCT05489887,PHASE2
3737,NCT06953687,NA
3738,NCT02455687,PHASE3
3739,NCT07257887,NA
3740,NCT07662187,NA
3741,NCT05212987,PHASE1
3742,NCT07538687,NA
3743,NCT00583687,NA
3744,NCT02100787,NA
3745,NCT02213887,PHASE4
3746,NCT05639387,NA
3747,NCT02310087,NA
3748,NCT00980187,PHASE4
3749,NCT02122887,NA
3750,NCT04250987,NA
3751,NCT02684487,PHASE3
3752,NCT00003693,PHASE1
3753,NCT02143193,NA
3754,NCT05993793,NA
3755,NCT02933593,NA
3756,NCT02914093,NA
3757,NCT04722393,NA
3758,NCT01179893,PHASE4
3759,NCT04518293,PHASE3
3760,NCT07519993,NA
3761,NCT06074393,NA
3762,NCT07348393,PHASE2
3763,NCT06426693,NA
3764,NCT06931093,NA
3765,NCT02178293,PHASE4
3766,NCT06166693,NA
3767,NCT03384693,PHASE2
3768,NCT05066893,NA
3769,NCT01292993,PHASE1
3770,NCT06342193,NA
3771,NCT03189693,NA
3772,NCT05895721,NA
3773,NCT06300021,NA
3774,NCT06444321,NA
3775,NCT01322321,PHASE2
3776,NCT01711021,PHASE2
3777,NCT07437521,NA
3778,NCT06210321,NA
3779,NCT00078221,PHASE3
3780,NCT02513121,NA
3781,NCT07632521,NA
3782,NCT02583321,NA
3783,NCT05211921,NA
3784,NCT06558721,NA
3785,NCT00323921,NA
3786,NCT04001621,PHASE2
3787,NCT02592421,PHASE3
3788,NCT05990621,PHASE1
3789,NCT02234921,PHASE1
3790,NCT04616521,NA
3791,NCT02264821,PHASE3
3792,NCT05193721,PHASE1
3793,NCT04606914,PHASE2
3794,NCT04353414,PHASE4
3795,NCT06654414,NA
3796,NCT02771314,PHASE2
3797,NCT05956314,PHASE1
3798,NCT04686214,NA
3799,NCT06083714,NA
3800,NCT07648914,PHASE3
3801,NCT00362414,PHASE2
3802,NCT03473314,PHASE2
3803,NCT05815914,NA
3804,NCT02096614,PHASE1
3805,NCT03244514,NA
3806,NCT06438614,PHASE2
3807,NCT00049114,PHASE2
3808,NCT01264614,NA
3809,NCT00677014,PHASE4
3810,NCT01579214,NA
3811,NCT02881814,NA
3812,NCT06775314,PHASE3
3813,NCT01845714,NA
3814,NCT01824914,NA
3815,NCT01306214,PHASE3
3816,NCT00420914,PHASE3
3817,NCT07705516,NA
3818,NCT06288516,PHASE4
3819,NCT06066216,PHASE2
3820,NCT00914316,NA
3821,NCT07640516,NA
3822,NCT02463916,PHASE2
3823,NCT03299816,NA
3824,NCT07181616,NA
3825,NCT00734916,NA
3826,NCT05736016,NA
3827,NCT00084916,PHASE2
3828,NCT04588116,NA
3829,NCT01638416,PHASE3
3830,NCT00086216,PHASE1
3831,NCT00086216,PHASE2
3832,NCT02712216,NA
3833,NCT04325516,NA
3834,NCT02868216,NA
3835,NCT06672406,NA
3836,NCT05687006,NA
3837,NCT02899806,NA
3838,NCT06392906,PHASE3
3839,NCT00685906,PHASE1
3840,NCT06220006,NA
3841,NCT07674706,NA
3842,NCT03261206,PHASE4
3843,NCT01874106,NA
3844,NCT04311606,PHASE2
3845,NCT04227106,PHASE3
3846,NCT02297906,PHASE1
3847,NCT05619406,NA
3848,NCT00927706,PHASE2
3849,NCT01888406,NA
3850,NCT05273606,NA
3851,NCT05398406,NA
3852,NCT06519006,NA
3853,NCT03362606,PHASE1
3854,NCT03362606,PHASE2
3855,NCT05989906,NA
3856,NCT04623606,PHASE1
3857,NCT04623606,PHASE2
3858,NCT05466006,NA
3859,NCT01697306,PHASE2
3860,NCT01655706,PHASE3
3861,NCT05102006,PHASE1
3862,NCT05102006,PHASE2
3863,NCT05625906,NA
3864,NCT02798406,PHASE2
3865,NCT07342504,NA
3866,NCT01456104,PHASE1
3867,NCT07540104,NA
3868,NCT00436904,PHASE2
3869,NCT00538304,PHASE2
3870,NCT02805504,PHASE4
3871,NCT06783504,NA
3872,NCT04903704,NA
3873,NCT02489604,PHASE2
3874,NCT03014804,PHASE2
3875,NCT04910204,NA
3876,NCT07564804,NA
3877,NCT01629004,NA
3878,NCT00585104,PHASE2
3879,NCT01310504,NA
3880,NCT07245004,EARLY_PHASE1
3881,NCT05590104,NA
3882,NCT07372404,NA
3883,NCT03224104,PHASE1
3884,NCT06078904,PHASE4
3885,NCT00183404,PHASE2
3886,NCT00183404,PHASE3
3887,NCT03815604,NA
3888,NCT00866684,PHASE4
3889,NCT04046484,PHASE2
3890,NCT03365284,NA
3891,NCT00653484,NA
3892,NCT02715284,PHASE1
3893,NCT00272584,PHASE4
3894,NCT05082584,PHASE3
3895,NCT07707284,PHASE1
3896,NCT01550484,PHASE2
3897,NCT01550484,PHASE3
3898,NCT06428084,PHASE2
3899,NCT01385384,NA
3900,NCT00260884,PHASE3
3901,NCT02469584,NA
3902,NCT02763384,PHASE2
3903,NCT04627584,PHASE2
3904,NCT00533533,PHASE1
3905,NCT00533533,PHASE2
3906,NCT01749033,NA
3907,NCT07095933,EARLY_PHASE1
3908,NCT03459833,PHASE3
3909,NCT02219633,PHASE1
3910,NCT06988033,NA
3911,NCT04050033,NA
3912,NCT02288533,NA
3913,NCT00143533,PHASE1
3914,NCT00628433,PHASE1
3915,NCT00628433,PHASE2
3916,NCT01378533,PHASE3
3917,NCT02283333,NA
3918,NCT03139552,NA
3919,NCT01713452,NA
3920,NCT04821752,NA
3921,NCT00079352,PHASE1
3922,NCT00000852,NA
3923,NCT06952452,PHASE3
3924,NCT00036452,PHASE2
3925,NCT06299852,NA
3926,NCT03383952,PHASE1
3927,NCT00006052,PHASE2
3928,NCT00924352,PHASE1
3929,NCT00924352,PHASE2
3930,NCT07064252,NA
3931,NCT00702052,PHASE2
3932,NCT03006952,PHASE4
3933,NCT07668752,PHASE3
3934,NCT07259252,NA
3935,NCT07685652,NA
3936,NCT00256152,PHASE4
3937,NCT06545747,PHASE3
3938,NCT00950547,NA
3939,NCT00200447,PHASE2
3940,NCT01653847,NA
3941,NCT02487147,NA
3942,NCT02004847,NA
3943,NCT04495647,NA
3944,NCT01460147,NA
3945,NCT07056647,NA
3946,NCT02920047,PHASE1
3947,NCT02557347,PHASE4
3948,NCT01714947,PHASE1
3949,NCT06497647,NA
3950,NCT00583947,PHASE2
3951,NCT03319147,NA
3952,NCT00396747,PHASE4
3953,NCT02338947,NA
3954,NCT04002947,PHASE2
3955,NCT00881647,NA
3956,NCT04830449,PHASE3
3957,NCT04397549,NA
3958,NCT05155449,NA
3959,NCT04722549,NA
3960,NCT02324049,PHASE1
3961,NCT02324049,PHASE2
3962,NCT01603849,NA
3963,NCT02867449,NA
3964,NCT05358249,PHASE1
3965,NCT05358249,PHASE2
3966,NCT06784349,PHASE1
3967,NCT00441649,NA
3968,NCT01495949,PHASE4
3969,NCT02629549,PHASE1
3970,NCT04332549,PHASE1
3971,NCT04241549,PHASE1
3972,NCT02489149,NA
3973,NCT03808649,NA
3974,NCT00302549,NA
3975,NCT07414849,NA
3976,NCT02243449,PHASE2
3977,NCT01833949,NA
3978,NCT00003138,PHASE3
3979,NCT03880838,NA
3980,NCT06551038,NA
3981,NCT00624338,PHASE2
3982,NCT00624338,PHASE3
3983,NCT02899338,PHASE1
3984,NCT07429838,PHASE1
3985,NCT03958838,NA
3986,NCT07578038,NA
3987,NCT06313138,NA
3988,NCT07528638,NA
3989,NCT06987838,NA
3990,NCT01581138,PHASE2
3991,NCT00221338,PHASE3
3992,NCT07355738,PHASE1
3993,NCT07364838,PHASE1
3994,NCT03915938,PHASE2
3995,NCT03915938,PHASE3
3996,NCT05348538,NA
3997,NCT06720558,NA
3998,NCT06655558,NA
3999,NCT06078358,NA
4000,NCT06797258,NA
4001,NCT03491358,NA
4002,NCT05856058,PHASE1
4003,NCT05797558,NA
4004,NCT04146558,PHASE3
4005,NCT02327858,NA
4006,NCT05687058,PHASE1
4007,NCT05687058,PHASE2
4008,NCT07539558,NA
4009,NCT03817658,PHASE2
4010,NCT03453658,NA
4011,NCT06350058,PHASE1
4012,NCT01042158,PHASE4
4013,NCT02115958,PHASE1
4014,NCT02115958,PHASE2
4015,NCT04075058,PHASE3
4016,NCT00110058,PHASE2
4017,NCT00570258,PHASE2
4018,NCT02739958,NA
4019,NCT03153358,PHASE2
4020,NCT04288258,NA
4021,NCT06352658,NA
4022,NCT04723758,NA
4023,NCT03846258,PHASE4
4024,NCT02767258,NA
4025,NCT03373058,PHASE3
4026,NCT02083458,NA
4027,NCT07603648,NA
4028,NCT01697748,NA
4029,NCT05553548,NA
4030,NCT03889548,NA
4031,NCT00324948,PHASE2
4032,NCT03876548,EARLY_PHASE1
4033,NCT02124148,PHASE1
4034,NCT05371548,NA
4035,NCT07503548,PHASE3
4036,NCT02463448,PHASE1
4037,NCT02510248,PHASE1
4038,NCT05121948,PHASE1
4039,NCT03569748,NA
4040,NCT01523548,PHASE1
4041,NCT01523548,PHASE2
4042,NCT02416648,NA
4043,NCT00005048,PHASE1
4044,NCT06221748,PHASE2
4045,NCT06221748,PHASE3
4046,NCT03071055,PHASE2
4047,NCT01514955,PHASE1
4048,NCT06582355,NA
4049,NCT07193355,NA
4050,NCT06257355,PHASE1
4051,NCT06873555,PHASE1
4052,NCT06873555,PHASE2
4053,NCT05651555,NA
4054,NCT06504355,NA
4055,NCT04666155,NA
4056,NCT03897855,NA
4057,NCT03163355,NA
4058,NCT05661955,PHASE1
4059,NCT05661955,PHASE2
4060,NCT05158855,NA
4061,NCT06924255,PHASE4
4062,NCT07052955,NA
4063,NCT04967755,NA
4064,NCT01544855,NA
4065,NCT06396455,NA
4066,NCT01410955,PHASE3
4067,NCT00614055,PHASE2
4068,NCT00389155,PHASE2
4069,NCT00389155,PHASE3
4070,NCT01214226,PHASE3
4071,NCT07064226,NA
4072,NCT05179226,PHASE3
4073,NCT06137326,NA
4074,NCT03927326,NA
4075,NCT00040326,PHASE3
4076,NCT04898426,NA
4077,NCT01118026,PHASE2
4078,NCT05362526,NA
4079,NCT04955626,PHASE3
4080,NCT04721678,NA
4081,NCT02892578,NA
4082,NCT01254578,PHASE1
4083,NCT02897778,PHASE1
4084,NCT00916578,PHASE2
4085,NCT00003578,PHASE3
4086,NCT07025278,NA
4087,NCT06185478,NA
4088,NCT02845778,PHASE1
4089,NCT02845778,PHASE2
4090,NCT02581085,PHASE2
4091,NCT03818685,PHASE2
4092,NCT02839785,PHASE3
4093,NCT02597985,NA
4094,NCT05971485,PHASE2
4095,NCT00969085,PHASE2
4096,NCT06447285,NA
4097,NCT03817385,NA
4098,NCT06616285,NA
4099,NCT04065685,NA
4100,NCT07072585,PHASE2
4101,NCT07072585,PHASE3
4102,NCT01161485,NA
4103,NCT07071285,NA
4104,NCT03364985,PHASE1
4105,NCT03739385,NA
4106,NCT02318485,PHASE2
4107,NCT04498585,NA
4108,NCT03060785,PHASE1
4109,NCT00289185,PHASE2
4110,NCT06843785,NA
4111,NCT06464185,PHASE1
4112,NCT06464185,PHASE2
4113,NCT05447143,NA
4114,NCT01795443,NA
4115,NCT02611843,NA
4116,NCT03754543,NA
4117,NCT04989543,NA
4118,NCT05071443,NA
4119,NCT07350343,NA
4120,NCT05105243,PHASE1
4121,NCT04915443,NA
4122,NCT03788343,PHASE4
4123,NCT00003443,PHASE2
4124,NCT07264543,PHASE2
4125,NCT07264543,PHASE3
4126,NCT05851443,PHASE2
4127,NCT03172143,NA
4128,NCT02659943,PHASE1
4129,NCT04516343,PHASE1
4130,NCT02363543,PHASE4
4131,NCT03736915,NA
4132,NCT01294215,PHASE3
4133,NCT07283315,EARLY_PHASE1
4134,NCT07340515,PHASE3
4135,NCT04783415,PHASE2
4136,NCT00869115,PHASE1
4137,NCT00080015,PHASE2
4138,NCT00189215,PHASE4
4139,NCT05997615,PHASE1
4140,NCT01434615,PHASE4
4141,NCT04247815,PHASE2
4142,NCT03112915,NA
4143,NCT00867815,PHASE4
4144,NCT02037815,PHASE4
4145,NCT05021315,PHASE3
4146,NCT02430415,NA
4147,NCT01918215,NA
4148,NCT07571915,NA
4149,NCT00201435,PHASE2
4150,NCT00201435,PHASE3
4151,NCT02091635,NA
4152,NCT01739335,PHASE2
4153,NCT06124235,PHASE3
4154,NCT02476435,NA
4155,NCT00981435,PHASE4
4156,NCT03175835,PHASE1
4157,NCT07685535,PHASE2
4158,NCT02272335,NA
4159,NCT06930235,NA
4160,NCT00518635,NA
4161,NCT06022835,NA
4162,NCT05355935,PHASE1
4163,NCT02659735,PHASE1
4164,NCT03919435,PHASE1
4165,NCT03919435,PHASE2
4166,NCT05228535,NA
4167,NCT02919735,PHASE2
4168,NCT00218335,PHASE2
4169,NCT00960635,PHASE2
4170,NCT00478335,NA
4171,NCT05612035,PHASE2
4172,NCT01635608,PHASE1
4173,NCT01592708,NA
4174,NCT00378508,PHASE2
4175,NCT03427008,NA
4176,NCT06879808,NA
4177,NCT01375608,PHASE2
4178,NCT04675008,PHASE2
4179,NCT06124508,NA
4180,NCT07692308,NA
4181,NCT04031508,PHASE2
4182,NCT05067608,PHASE1
4183,NCT05067608,PHASE2
4184,NCT00412308,NA
4185,NCT00386308,PHASE3
4186,NCT00964808,PHASE4
4187,NCT04511208,NA
4188,NCT07013708,NA
4189,NCT07111208,NA
4190,NCT02423408,PHASE2
4191,NCT05490108,PHASE1
4192,NCT05490108,PHASE2
4193,NCT05696808,NA
4194,NCT05179408,NA
4195,NCT04884308,PHASE2
4196,NCT03454425,NA
4197,NCT02025725,PHASE3
4198,NCT05238025,PHASE3
4199,NCT07409025,NA
4200,NCT04495725,NA
4201,NCT00235625,PHASE2
4202,NCT05761925,NA
4203,NCT01670825,NA
4204,NCT00101725,PHASE2
4205,NCT06376825,NA
4206,NCT02007525,NA
4207,NCT02314325,PHASE4
4208,NCT02717325,NA
4209,NCT07497425,NA
4210,NCT04250025,NA
4211,NCT03711825,EARLY_PHASE1
4212,NCT01071525,PHASE3
4213,NCT04113525,NA
4214,NCT02081976,PHASE2
4215,NCT06498076,NA
4216,NCT05136976,PHASE3
4217,NCT00002876,PHASE2
4218,NCT06412276,NA
4219,NCT04108676,PHASE1
4220,NCT02793076,NA
4221,NCT00889876,NA
4222,NCT01838876,PHASE3
4223,NCT03097276,NA
4224,NCT01353976,PHASE3
4225,NCT06474676,PHASE1
4226,NCT03125876,PHASE1
4227,NCT01204476,PHASE1
4228,NCT06967376,EARLY_PHASE1
4229,NCT03101176,NA
4230,NCT04739176,NA
4231,NCT06340776,NA
4232,NCT03179176,NA
4233,NCT01466517,PHASE4
4234,NCT00904917,PHASE1
4235,NCT02726217,NA
4236,NCT01773317,NA
4237,NCT01484717,PHASE2
4238,NCT02319317,NA
4239,NCT05795517,PHASE2
4240,NCT04838717,PHASE3
4241,NCT05015517,NA
4242,NCT01824017,NA
4243,NCT00760617,PHASE3
4244,NCT00992017,PHASE2
4245,NCT04299217,NA
4246,NCT01917240,PHASE4
4247,NCT05678140,NA
4248,NCT07166640,NA
4249,NCT00622440,PHASE2
4250,NCT05552040,NA
4251,NCT06865040,NA
4252,NCT04610840,NA
4253,NCT01650740,NA
4254,NCT06608940,PHASE1
4255,NCT06608940,PHASE2
4256,NCT06499740,NA
4257,NCT01095640,NA
4258,NCT04900740,NA
4259,NCT01215240,NA
4260,NCT06113640,PHASE2
4261,NCT06113640,PHASE3
4262,NCT05997940,NA
4263,NCT04691440,PHASE2
4264,NCT01034540,NA
4265,NCT02317640,PHASE1
4266,NCT02317640,PHASE2
4267,NCT03197740,PHASE3
4268,NCT05402540,NA
4269,NCT00409240,PHASE3
4270,NCT00489840,PHASE1
4271,NCT00489840,PHASE2
4272,NCT01567540,PHASE1
4273,NCT05607940,PHASE2
4274,NCT05607940,PHASE3
4275,NCT05184140,NA
4276,NCT00495040,PHASE2
4277,NCT03318289,NA
4278,NCT01832389,NA
4279,NCT05481489,PHASE1
4280,NCT05750589,PHASE3
4281,NCT03628989,NA
4282,NCT05083689,PHASE2
4283,NCT05083689,PHASE3
4284,NCT07281989,NA
4285,NCT03956589,PHASE4
4286,NCT06674889,NA
4287,NCT02516189,NA
4288,NCT03743389,NA
4289,NCT00005089,PHASE2
4290,NCT01634789,PHASE1
4291,NCT06873789,PHASE1
4292,NCT06873789,PHASE2
4293,NCT02365389,PHASE2
4294,NCT02365389,PHASE3
4295,NCT02812589,NA
4296,NCT07307989,PHASE2
4297,NCT04367389,NA
4298,NCT01571089,NA
4299,NCT03190889,NA
4300,NCT00866489,PHASE1
4301,NCT04151589,NA
4302,NCT04410289,NA
4303,NCT04306289,NA
4304,NCT05556889,NA
4305,NCT00482989,PHASE1
4306,NCT03825068,NA
4307,NCT03838068,PHASE2
4308,NCT03838068,PHASE3
4309,NCT02458768,PHASE4
4310,NCT04993768,PHASE2
4311,NCT03032068,NA
4312,NCT02523768,PHASE4
4313,NCT06518668,PHASE1
4314,NCT03217968,NA
4315,NCT02447068,NA
4316,NCT03769168,PHASE3
4317,NCT05778968,NA
4318,NCT04923568,NA
4319,NCT03929068,PHASE1
4320,NCT07081568,NA
4321,NCT03295968,NA
4322,NCT06422468,NA
4323,NCT03372850,PHASE1
4324,NCT07114250,NA
4325,NCT03931850,NA
4326,NCT02678650,PHASE4
4327,NCT01790750,NA
4328,NCT04191850,NA
4329,NCT07570550,NA
4330,NCT00274950,PHASE3
4331,NCT02193750,NA
4332,NCT03014050,EARLY_PHASE1
4333,NCT01412450,PHASE4
4334,NCT06277791,PHASE2
4335,NCT07155291,NA
4336,NCT01214291,PHASE3
4337,NCT04304391,NA
4338,NCT00826891,PHASE2
4339,NCT05740891,PHASE1
4340,NCT04062591,EARLY_PHASE1
4341,NCT03718091,PHASE2
4342,NCT01407991,PHASE2
4343,NCT06657391,PHASE2
4344,NCT01690091,PHASE2
4345,NCT01690091,PHASE3
4346,NCT05306691,EARLY_PHASE1
4347,NCT06294691,PHASE3
4348,NCT05857891,NA
4349,NCT06054191,PHASE2
4350,NCT06828991,PHASE2
4351,NCT03681691,PHASE1
4352,NCT02559791,PHASE2
4353,NCT02559791,PHASE3
4354,NCT00032591,PHASE4
4355,NCT01396291,PHASE3
4356,NCT01316991,NA
4357,NCT01886391,NA
4358,NCT03235674,NA
4359,NCT02291874,PHASE4
4360,NCT00004874,PHASE3
4361,NCT00681174,PHASE4
4362,NCT02528474,NA
4363,NCT03464474,NA
4364,NCT03851874,NA
4365,NCT05253274,NA
4366,NCT05407974,NA
4367,NCT00237874,PHASE2
4368,NCT00237874,PHASE3
4369,NCT00103974,PHASE1
4370,NCT04525274,NA
4371,NCT05833074,NA
4372,NCT03316274,EARLY_PHASE1
4373,NCT01030874,NA
4374,NCT05141474,EARLY_PHASE1
4375,NCT06272474,NA
4376,NCT02687074,NA
4377,NCT01026974,PHASE2
4378,NCT00300274,PHASE3
4379,NCT00230074,PHASE2
4380,NCT07411274,PHASE3
4381,NCT07334574,PHASE1
4382,NCT05901974,PHASE2
4383,NCT05757518,NA
4384,NCT05199818,PHASE3
4385,NCT05606718,PHASE4
4386,NCT03561818,NA
4387,NCT02293018,PHASE1
4388,NCT02293018,PHASE2
4389,NCT00349518,PHASE2
4390,NCT00349518,PHASE3
4391,NCT04283318,NA
4392,NCT07455318,PHASE3
4393,NCT05410418,PHASE2
4394,NCT03010618,NA
4395,NCT00058318,PHASE2
4396,NCT01708018,NA
4397,NCT05134818,NA
4398,NCT00991718,PHASE1
4399,NCT04041518,NA
4400,NCT07307118,NA
4401,NCT01641718,NA
4402,NCT01791218,NA
4403,NCT05999318,NA
4404,NCT07677618,NA
4405,NCT07567118,NA
4406,NCT03997318,PHASE3
4407,NCT06004518,NA
4408,NCT04618718,NA
4409,NCT01555190,NA
4410,NCT05433090,NA
4411,NCT01083290,PHASE1
4412,NCT04030390,NA
4413,NCT01518790,NA
4414,NCT04438590,NA
4415,NCT00071890,PHASE2
4416,NCT00292890,NA
4417,NCT02383290,NA
4418,NCT01214590,NA
4419,NCT03753490,NA
4420,NCT00036790,PHASE1
4421,NCT02405390,NA
4422,NCT00967590,PHASE2
4423,NCT04195490,NA
4424,NCT07614490,PHASE4
4425,NCT07290790,NA
4426,NCT02335190,NA
4427,NCT02498990,NA
4428,NCT06534190,PHASE2
4429,NCT07496190,PHASE2
4430,NCT07372690,NA
4431,NCT04773990,NA
4432,NCT01973790,PHASE3
4433,NCT06870890,NA
4434,NCT05711290,NA
4435,NCT04524390,PHASE2
4436,NCT02202590,NA
4437,NCT07657390,PHASE1
4438,NCT07657390,PHASE2
4439,NCT07139990,PHASE1
4440,NCT06937697,PHASE3
4441,NCT02756897,PHASE2
4442,NCT03691597,NA
4443,NCT01233297,PHASE2
4444,NCT04277897,PHASE1
4445,NCT00024297,NA
4446,NCT04667897,PHASE2
4447,NCT01527097,PHASE3
4448,NCT07583797,PHASE2
4449,NCT04058197,PHASE1
4450,NCT04058197,PHASE2
4451,NCT00581997,PHASE2
4452,NCT07096297,PHASE2
4453,NCT06733597,NA
4454,NCT02355197,PHASE4
